0.000000	1.000000	1.000000
5769.230769	1.000000	1.000000
11538.461538	1.000000	1.000000
17307.692308	1.000000	1.000000
23076.923077	1.000000	1.000000
28846.153846	1.000000	1.000000
34615.384615	1.000000	1.000000
40384.615385	1.000000	1.000000
46153.846154	1.000000	1.000000
51923.076923	1.000000	1.000000
57692.307692	1.000000	1.000000
63461.538462	1.000000	1.000000
69230.769231	1.000000	1.000000
75000.000000	1.000000	1.000000
80769.230769	1.000000	1.000000
86538.461538	1.000000	1.000000
92307.692308	1.000000	1.000000
98076.923077	1.000000	1.000000
103846.153846	1.000000	1.000000
109615.384615	1.000000	1.000000
115384.615385	1.000000	1.000000
121153.846154	1.000000	1.000000
126923.076923	1.000000	1.000000
132692.307692	1.000000	1.000000
138461.538462	1.000000	1.000000
144230.769231	1.000000	1.000000
150000.000000	1.000000	1.000000
155769.230769	1.000000	1.000000
161538.461538	1.000000	1.000000
167307.692308	1.000000	1.000000
173076.923077	1.000000	1.000000
178846.153846	1.000000	1.000000
184615.384615	1.000000	1.000000
190384.615385	1.000000	1.000000
196153.846154	1.000000	1.000000
201923.076923	1.000000	1.000000
207692.307692	1.000000	1.000000
213461.538462	1.000000	1.000000
219230.769231	1.000000	1.000000
225000.000000	1.000000	1.000000
230769.230769	1.000000	1.000000
236538.461538	1.000000	1.000000
242307.692308	1.000000	1.000000
248076.923077	1.000000	1.000000
253846.153846	1.000000	1.000000
259615.384615	1.000000	1.000000
265384.615385	1.000000	1.000000
271153.846154	1.000000	1.000000
276923.076923	1.000000	1.000000
282692.307692	1.000000	1.000000
288461.538462	1.000000	1.000000
294230.769231	1.000000	1.000000
300000.000000	1.000000	1.000000
305769.230769	1.000000	1.000000
311538.461538	1.000000	1.000000
317307.692308	1.000000	1.000000
323076.923077	1.000000	1.000000
328846.153846	1.000000	1.000000
334615.384615	1.000000	1.000000
340384.615385	1.000000	1.000000
346153.846154	1.000000	1.000000
351923.076923	1.000000	1.000000
357692.307692	1.000000	1.000000
363461.538462	1.000000	1.000000
369230.769231	1.000000	1.000000
375000.000000	1.000000	1.000000
