3511.310000	3549.370000	3548.040000	3521.240000	3475.440000	3422.400000	3402.320000	3419.460000	3443.530000	3464.040000	3477.110000	3481.560000	3472.850000	3470.500000	3501.320000	3549.650000	3586.560000	3611.740000	3629.150000	3626.360000	3591.020000	3587.980000	3590.240000	3593.920000	3597.340000	3600.660000	3602.790000	3604.000000	3604.710000	3605.050000	3602.590000	3596.070000	3592.850000	3595.500000	3601.700000	3604.220000	3603.690000	3602.860000	3601.730000	3600.180000	3596.910000	3593.110000	3589.740000	3587.860000	3591.600000	3626.910000	3629.290000	3612.000000	3586.690000	3550.670000	3501.620000	3465.910000	3470.990000	3478.320000	3474.080000	3460.930000	3440.940000	3418.480000	3405.830000	3426.840000	3476.540000	3521.390000	3547.960000	3545.070000	3509.880000
3526.570000	3635.570000	3668.470000	3671.390000	3673.990000	3665.070000	3662.760000	3678.590000	3686.170000	3680.670000	3667.310000	3652.690000	3641.990000	3623.150000	3612.080000	3621.360000	3645.420000	3656.030000	3650.240000	3626.890000	3602.800000	3618.560000	3642.370000	3649.740000	3650.610000	3649.610000	3648.270000	3646.910000	3643.570000	3637.870000	3630.030000	3618.190000	3612.010000	3618.040000	3629.880000	3638.210000	3643.940000	3647.140000	3648.510000	3649.110000	3650.090000	3649.910000	3641.600000	3617.050000	3603.220000	3627.880000	3650.440000	3656.160000	3645.840000	3622.390000	3611.620000	3621.550000	3640.070000	3652.530000	3665.550000	3676.610000	3683.310000	3681.450000	3672.170000	3671.470000	3674.960000	3671.170000	3668.040000	3638.120000	3526.640000
3550.350000	3654.810000	3687.460000	3677.450000	3662.510000	3680.770000	3699.840000	3698.560000	3696.560000	3696.080000	3696.500000	3696.720000	3696.300000	3693.670000	3686.540000	3675.640000	3660.730000	3644.340000	3629.920000	3615.390000	3614.610000	3640.630000	3649.170000	3645.130000	3644.710000	3646.040000	3645.790000	3644.580000	3642.340000	3639.260000	3632.880000	3624.230000	3620.790000	3624.200000	3632.560000	3638.970000	3641.690000	3643.870000	3645.330000	3645.850000	3645.540000	3644.460000	3649.510000	3639.400000	3614.240000	3615.810000	3630.000000	3643.990000	3660.180000	3675.520000	3686.760000	3694.100000	3697.100000	3697.660000	3697.550000	3697.080000	3697.050000	3698.210000	3699.100000	3679.310000	3662.290000	3677.410000	3688.080000	3652.420000	3553.720000
3555.820000	3620.290000	3655.370000	3635.190000	3630.425000	3623.275000	3615.545000	3632.005000	3623.905000	3623.485000	3619.885000	3618.410000	3617.600000	3617.355000	3617.095000	3616.885000	3618.435000	3620.885000	3623.125000	3623.955000	3628.585000	3626.745000	3630.220000	3628.720000	3630.240000	3629.160000	3628.310000	3628.860000	3629.220000	3626.030000	3623.810000	3619.930000	3618.180000	3619.700000	3623.950000	3626.120000	3627.940000	3627.450000	3627.890000	3628.880000	3629.910000	3627.920000	3631.210000	3626.860000	3627.590000	3624.050000	3623.175000	3621.010000	3619.430000	3617.450000	3617.435000	3617.455000	3617.315000	3618.175000	3619.695000	3623.300000	3624.395000	3632.045000	3615.010000	3623.265000	3629.920000	3634.490000	3654.615000	3625.985000	3552.820000
3542.450000	3572.820000	3595.290000	3580.520000	3575.400000	3577.480000	3567.500000	3571.700000	3567.120000	3564.420000	3567.700000	3573.220000	3577.620000	3582.050000	3587.700000	3589.240000	3587.490000	3585.660000	3585.460000	3585.280000	3586.550000	3584.960000	3595.535000	3592.120000	3590.980000	3591.160000	3592.590000	3595.190000	3596.160000	3598.295000	3600.550000	3600.445000	3600.635000	3600.620000	3600.645000	3598.505000	3596.625000	3594.855000	3593.585000	3592.750000	3591.200000	3592.565000	3596.015000	3584.980000	3586.170000	3585.570000	3586.430000	3584.200000	3586.520000	3588.230000	3587.330000	3583.730000	3578.380000	3573.710000	3568.190000	3564.760000	3566.620000	3571.420000	3567.800000	3577.750000	3574.790000	3580.700000	3595.240000	3572.440000	3539.820000
3529.520000	3543.500000	3559.130000	3539.980000	3527.950000	3526.640000	3548.530000	3534.230000	3530.350000	3534.680000	3539.050000	3540.810000	3543.200000	3544.560000	3543.910000	3542.040000	3541.100000	3544.090000	3547.580000	3547.620000	3544.950000	3543.600000	3537.960000	3538.060000	3537.100000	3535.640000	3535.490000	3537.020000	3539.170000	3542.610000	3546.610000	3549.980000	3550.820000	3549.760000	3546.200000	3541.970000	3538.890000	3536.710000	3534.650000	3534.290000	3535.510000	3536.550000	3537.880000	3543.630000	3546.260000	3548.700000	3546.940000	3543.130000	3544.010000	3539.760000	3543.140000	3544.310000	3542.590000	3541.380000	3538.500000	3534.390000	3529.740000	3533.430000	3548.850000	3526.220000	3527.140000	3540.760000	3559.040000	3542.540000	3526.920000
3500.090000	3501.800000	3507.340000	3505.230000	3498.960000	3483.390000	3496.100000	3492.490000	3497.730000	3500.780000	3499.780000	3500.230000	3500.140000	3497.530000	3496.820000	3498.080000	3502.500000	3505.360000	3502.840000	3503.820000	3501.040000	3501.610000	3496.740000	3494.250000	3492.080000	3489.670000	3489.580000	3489.310000	3487.780000	3485.560000	3483.630000	3482.730000	3482.070000	3482.560000	3483.820000	3485.880000	3488.160000	3489.970000	3490.210000	3490.700000	3493.400000	3494.510000	3497.440000	3499.890000	3499.270000	3503.520000	3503.600000	3505.920000	3501.890000	3498.180000	3498.710000	3495.870000	3499.700000	3499.480000	3499.250000	3500.950000	3498.200000	3492.710000	3495.880000	3483.630000	3499.790000	3504.370000	3508.960000	3501.550000	3501.140000
3462.410000	3478.540000	3474.070000	3440.040000	3446.820000	3470.580000	3450.930000	3450.410000	3455.050000	3455.520000	3456.620000	3455.040000	3452.720000	3453.590000	3452.460000	3459.370000	3458.460000	3461.500000	3458.290000	3464.770000	3463.700000	3463.480000	3460.900000	3458.180000	3455.980000	3451.790000	3448.440000	3443.890000	3438.990000	3433.130000	3426.330000	3422.100000	3420.530000	3421.990000	3426.620000	3433.310000	3439.400000	3443.410000	3447.400000	3451.870000	3457.300000	3458.930000	3459.430000	3463.540000	3467.430000	3462.840000	3458.870000	3460.980000	3460.660000	3456.960000	3453.520000	3454.350000	3451.260000	3454.920000	3456.960000	3455.390000	3455.070000	3450.380000	3450.180000	3470.940000	3445.690000	3440.030000	3473.660000	3477.830000	3463.630000
3407.030000	3415.010000	3433.710000	3409.300000	3404.420000	3424.880000	3415.230000	3415.710000	3415.920000	3413.660000	3412.520000	3410.680000	3410.130000	3413.060000	3415.700000	3416.420000	3420.250000	3418.260000	3424.360000	3425.030000	3428.100000	3428.630000	3420.600000	3420.520000	3420.550000	3419.680000	3416.790000	3412.460000	3409.530000	3410.570000	3409.450000	3404.590000	3402.040000	3405.210000	3409.730000	3410.040000	3409.890000	3412.680000	3416.880000	3418.580000	3419.840000	3420.460000	3423.690000	3427.120000	3428.680000	3424.720000	3424.640000	3418.490000	3419.600000	3419.280000	3414.620000	3412.360000	3411.140000	3410.360000	3412.150000	3413.810000	3415.660000	3415.700000	3415.310000	3424.850000	3404.720000	3410.300000	3434.580000	3416.680000	3406.230000
3349.970000	3366.160000	3357.970000	3362.170000	3370.840000	3365.785000	3366.995000	3367.010000	3364.345000	3363.830000	3363.160000	3363.335000	3365.805000	3366.660000	3368.070000	3369.200000	3367.410000	3367.180000	3363.120000	3360.020000	3357.600000	3356.000000	3378.770000	3378.360000	3380.710000	3383.500000	3383.200000	3385.160000	3386.430000	3385.140000	3387.420000	3390.420000	3385.530000	3389.920000	3389.110000	3384.460000	3386.240000	3385.540000	3383.730000	3382.110000	3379.700000	3379.770000	3376.880000	3355.895000	3357.140000	3359.420000	3362.985000	3367.285000	3367.625000	3368.540000	3368.725000	3366.950000	3365.780000	3364.125000	3363.015000	3364.085000	3364.905000	3366.980000	3367.160000	3365.610000	3371.035000	3362.190000	3357.465000	3365.755000	3349.965000
